#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Streptococcus acidominimus","Bacteria;Terrabacteria group;Firmicutes","NCTC11291","SAMEA4504048","PRJEB6403","GCA_900187245.1","Complete",2.33081,39.9,"chromosome 1:NZ_LT906454.1/LT906454.1",,1,2043,"2017-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/245/GCA_900187245.1_51470_D02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/245/GCF_900187245.1_51470_D02"
"Streptococcus acidominimus","Bacteria;Terrabacteria group;Firmicutes","6_8CXCR23O2_S6","SAMN16540180","PRJNA671681","GCA_015235565.1","Scaffold",2.47117,42.5,,"JADGLR01",497,2142,"2020-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/235/565/GCA_015235565.1_ASM1523556v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/235/565/GCF_015235565.1_ASM1523556v1"
"Streptococcus himalayensis","Bacteria;Terrabacteria group;Firmicutes","HTS2","SAMN05560386","PRJNA338655","GCA_001708305.1","Complete",2.27547,41.3,"chromosome:NZ_CP016953.1/CP016953.1",,1,2019,"2016-08-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/305/GCA_001708305.1_ASM170830v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/305/GCF_001708305.1_ASM170830v1"
"Streptococcus himalayensis","Bacteria;Terrabacteria group;Firmicutes","CGMCC 1.15533","SAMD00245075","PRJDB10509","GCA_014643475.1","Scaffold",2.15158,41.1,,"BMJN01",84,1959,"2020-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/643/475/GCA_014643475.1_ASM1464347v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/643/475/GCF_014643475.1_ASM1464347v1"
"Streptococcus ilei","Bacteria;Terrabacteria group;Firmicutes","OM06-9","SAMN09736829","PRJNA482748","GCA_003438245.1","Scaffold",1.96587,42.1,,"QSTR01",8,1780,"2018-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/438/245/GCA_003438245.1_ASM343824v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/438/245/GCF_003438245.1_ASM343824v1"
"Streptococcus ilei","Bacteria;Terrabacteria group;Firmicutes","I-G2","SAMN02299294","PRJNA214027","GCA_000479335.1","Complete",1.99257,42.1,"chromosome:NC_022584.1/CP006805.1",,1,1794,"2013-10-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/479/335/GCA_000479335.1_ASM47933v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/479/335/GCF_000479335.1_ASM47933v1"
"Streptococcus ilei","Bacteria;Terrabacteria group;Firmicutes","","SAMN02343234","PRJNA214028","GCA_000479315.1","Complete",2.02358,42.1,"chromosome:NC_022582.1/CP006776.1",,1,1823,"2013-10-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/479/315/GCA_000479315.1_ASM47931v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/479/315/GCF_000479315.1_ASM47931v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","NCTC13774","SAMEA3905384","PRJEB6403","GCA_900475675.1","Complete",1.79352,37.7,"chromosome 1:NZ_LS483403.1/LS483403.1",,1,1571,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/675/GCA_900475675.1_45473_D02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/675/GCF_900475675.1_45473_D02"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_1158","SAMN16357327","PRJNA231221","GCA_016725165.1","Complete",1.79352,37.7,"chromosome:NZ_CP068056.1/CP068056.1",,1,1569,"2021-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/725/165/GCA_016725165.1_ASM1672516v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/725/165/GCF_016725165.1_ASM1672516v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","NCTC8738","SAMEA3643305","PRJEB6403","GCA_900475065.1","Complete",1.96658,37.7,"chromosome 1:NZ_LS483348.1/LS483348.1",,1,1750,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/065/GCA_900475065.1_42545_C02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/065/GCF_900475065.1_42545_C02"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","NCTC11436","SAMEA3307892","PRJEB6403","GCA_900635935.1","Complete",1.85204,37.7,"chromosome 1:NZ_LR134203.1/LR134203.1",,1,1652,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/935/GCA_900635935.1_36725_D02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/935/GCF_900635935.1_36725_D02"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","NCTC8796","SAMEA3662920","PRJEB6403","GCA_901543605.1","Complete",1.80717,37.7,"chromosome 1:NZ_LR594044.1/LR594044.1",,1,1576,"2019-05-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/543/605/GCA_901543605.1_42731_D02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/543/605/GCF_901543605.1_42731_D02"
"Streptococcus lutetiensis 033","Bacteria;Terrabacteria group;Firmicutes","033","SAMN02603123","PRJNA72209","GCA_000441535.1","Complete",1.97555,37.7,"chromosome:NC_021900.1/CP003025.1",,1,1757,"2013-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/441/535/GCA_000441535.1_ASM44153v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/535/GCF_000441535.1_ASM44153v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","FDAARGOS_1018","SAMN16357187","PRJNA231221","GCA_016403165.1"," Chromosome",1.97112,37.7,"chromosome:NZ_CP066277.1/CP066277.1",,1,1777,"2020-12-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/403/165/GCA_016403165.1_ASM1640316v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/403/165/GCF_016403165.1_ASM1640316v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","P4569CNA2","SAMN19268645","PRJNA731113","GCA_018499145.1","Scaffold",1.88499,37.4,,"JAHCZO01",44,1731,"2021-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/499/145/GCA_018499145.1_ASM1849914v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/499/145/GCF_018499145.1_ASM1849914v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","AM25-7","SAMN09736322","PRJNA482748","GCA_003470165.1","Scaffold",1.88734,37.7,,"QSLI01",39,1741,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/470/165/GCA_003470165.1_ASM347016v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/470/165/GCF_003470165.1_ASM347016v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","D52t1_170925_A12","SAMN15533292","PRJNA637878","GCA_015670875.1","Scaffold",1.94121,37.5,,"JADPCN01",40,1767,"2020-11-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/670/875/GCA_015670875.1_ASM1567087v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/670/875/GCF_015670875.1_ASM1567087v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","P4521K1","SAMN19268654","PRJNA731113","GCA_018499095.1","Scaffold",1.85852,37.4,,"JAHCZL01",65,1717,"2021-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/499/095/GCA_018499095.1_ASM1849909v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/499/095/GCF_018499095.1_ASM1849909v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","PA11563C1","SAMN19268613","PRJNA731113","GCA_018499715.1","Scaffold",1.95788,37.2,,"JAHDAR01",106,1784,"2021-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/499/715/GCA_018499715.1_ASM1849971v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/499/715/GCF_018499715.1_ASM1849971v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","AM38-16","SAMN09736502","PRJNA482748","GCA_003468285.1","Scaffold",1.83559,37.6,,"QSHE01",53,1566,"2018-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/468/285/GCA_003468285.1_ASM346828v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/468/285/GCF_003468285.1_ASM346828v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","MGYG-HGUT-00088","SAMEA5849589","PRJEB33885","GCA_902363115.1","Scaffold",1.94807,37.5,,"CABIZE01",50,1826,"2019-08-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/363/115/GCA_902363115.1_MGYG-HGUT-00088","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/363/115/GCF_902363115.1_MGYG-HGUT-00088"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","PA11535C2","SAMN19268617","PRJNA731113","GCA_018499755.1","Scaffold",1.9649,37.3,,"JAHDAN01",105,1815,"2021-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/499/755/GCA_018499755.1_ASM1849975v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/499/755/GCF_018499755.1_ASM1849975v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","P4569CNA1","SAMN19268644","PRJNA731113","GCA_018499245.1","Scaffold",2.0922,37.3,,"JAHCZP01",188,1940,"2021-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/499/245/GCA_018499245.1_ASM1849924v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/499/245/GCF_018499245.1_ASM1849924v1"
"Streptococcus lutetiensis","Bacteria;Terrabacteria group;Firmicutes","DD06","SAMN04324325","PRJNA304333","GCA_001578785.1","Scaffold",1.80111,37.7,,"LQOI01",41,1549,"2016-03-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/578/785/GCA_001578785.1_ASM157878v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/785/GCF_001578785.1_ASM157878v1"
"Streptococcus merionis","Bacteria;Terrabacteria group;Firmicutes","NCTC13788","SAMEA4412692","PRJEB6403","GCA_900187085.1","Complete",2.38413,41.8,"chromosome 1:NZ_LT906439.1/LT906439.1",,1,2109,"2017-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/085/GCA_900187085.1_50624_E01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/085/GCF_900187085.1_50624_E01"
"Streptococcus merionis DSM 19192","Bacteria;Terrabacteria group;Firmicutes","DSM 19192","SAMN02256436","PRJNA165445","GCA_000380085.1","Scaffold",2.35734,41.7,,"ARCF01",24,2116,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/380/085/GCA_000380085.1_ASM38008v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/085/GCF_000380085.1_ASM38008v1"
"Streptococcus pluranimalium","Bacteria;Terrabacteria group;Firmicutes","TH11417","SAMN08224108","PRJNA427137","GCA_002953735.1","Complete",2.06552,38.6,"chromosome:NZ_CP025536.1/CP025536.1",,1,1926,"2018-02-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/735/GCA_002953735.1_ASM295373v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/953/735/GCF_002953735.1_ASM295373v1"
"Streptococcus pluranimalium","Bacteria;Terrabacteria group;Firmicutes","14A0014","SAMN07412011","PRJNA395656","GCA_003352995.1","Complete",2.24602,38.7,"chromosome:NZ_CP022601.1/CP022601.1",,1,2108,"2018-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/352/995/GCA_003352995.1_ASM335299v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/995/GCF_003352995.1_ASM335299v1"
"Streptococcus pluranimalium","Bacteria;Terrabacteria group;Firmicutes","Colony612","SAMN17841317","PRJNA668870","GCA_019265225.1"," Chromosome",2.24602,41.8,"chromosome:NZ_CP078544.1/CP078544.1",,1,1531,"2021-07-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/265/225/GCA_019265225.1_ASM1926522v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/265/225/GCF_019265225.1_ASM1926522v1"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Firmicutes","10919","SAMN09214223","PRJNA471712","GCA_003172975.1","Complete",2.14529,43.6,"chromosome:NZ_CP029491.1/CP029491.1",,1,1891,"2018-05-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/172/975/GCA_003172975.1_ASM317297v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/172/975/GCF_003172975.1_ASM317297v1"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Firmicutes","NCTC12279","SAMEA3729942","PRJEB6403","GCA_900475395.1","Complete",2.19865,43.5,"chromosome 1:NZ_LS483378.1/LS483378.1",,1,1937,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/395/GCA_900475395.1_43908_H01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/395/GCF_900475395.1_43908_H01"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Firmicutes","SL1","SAMN09214222","PRJNA471712","GCA_003172995.1","Complete",2.19857,43.5,"chromosome:NZ_CP029490.1/CP029490.1",,1,1939,"2018-05-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/172/995/GCA_003172995.1_ASM317299v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/172/995/GCF_003172995.1_ASM317299v1"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Firmicutes","NCTC10921","SAMEA3729941","PRJEB6403","GCA_900475365.1","Complete",2.14511,43.7,"chromosome 1:NZ_LS483381.1/LS483381.1",,1,1868,"2018-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/365/GCA_900475365.1_43908_G01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/365/GCF_900475365.1_43908_G01"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Firmicutes","NIDR 6715-7","SAMN09232464","PRJNA471712","GCA_003176795.1","Complete",2.14502,43.7,"chromosome:NZ_CP029560.1/CP029560.1",,1,1869,"2018-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/795/GCA_003176795.1_ASM317679v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/176/795/GCF_003176795.1_ASM317679v1"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Firmicutes","NIDR 6715-15","SAMN09232465","PRJNA471712","GCA_003176815.1","Complete",2.14475,43.7,"chromosome:NZ_CP029559.1/CP029559.1",,1,1868,"2018-05-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/176/815/GCA_003176815.1_ASM317681v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/176/815/GCF_003176815.1_ASM317681v1"
"Streptococcus sobrinus DSM 20742 = ATCC 33478","Bacteria;Terrabacteria group;Firmicutes","DSM 20742","SAMN02743354","PRJNA234798","GCA_000686605.1","Scaffold",2.13849,43.4,,"JMLC01",54,1953,"2014-05-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/686/605/GCA_000686605.1_ASM68660v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/686/605/GCF_000686605.1_ASM68660v1"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Firmicutes","1001283B150210_160208_F1","SAMN15533106","PRJNA637878","GCA_015669055.1","Scaffold",2.10131,43.5,,"JADOZM01",53,1888,"2020-11-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/669/055/GCA_015669055.1_ASM1566905v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/669/055/GCF_015669055.1_ASM1566905v1"
"Streptococcus sobrinus W1703","Bacteria;Terrabacteria group;Firmicutes","W1703","SAMN02436725","PRJNA173941","GCA_000467915.2","Scaffold",2.11248,43.4,,"AWVA01",83,1915,"2013-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/467/915/GCA_000467915.2_ASM46791v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/467/915/GCF_000467915.2_ASM46791v2"
"Streptococcus sobrinus","Bacteria;Terrabacteria group;Firmicutes","HRGM_Genome_3667","SAMN19225233","PRJNA730993","GCA_019417995.1","Scaffold",1.21602,44.9,,"DYCQ01",504,0,"2021-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/417/995/GCA_019417995.1_ASM1941799v1",
