Library_ID	Observed_species	Shannon_index	Pileou_evenness	Site_code	Time_period	Dataset
KT27calc	63	3.02507200203403	0.730140872022455	KIL	Medieval	Sub10M
KT28calc	39	2.67913737419383	0.731293105719728	KIL	Medieval	Sub10M
KT29calc	104	3.55008289470805	0.762809011595446	KIL	Medieval	Sub10M
KT30calc	63	2.76838719006141	0.668186620248417	KIL	Medieval	Sub10M
KT31calc	116	3.85488785260756	0.809480692093049	KIL	Medieval	Sub10M
KT32calc	83	3.65965797906299	0.825955607105751	KIL	Medieval	Sub10M
KT33calc	75	3.20424396896302	0.742154670656066	KIL	Medieval	Sub10M
KT34calc	48	2.86533069866321	0.740165827243164	KIL	Medieval	Sub10M
KT35calc	53	2.88638466388054	0.726995577838548	KIL	Medieval	Sub10M
KT36calc	43	2.6677030766736	0.709269114807968	KIL	Medieval	Sub10M
MID022.A0101	78	2.91605946355169	0.669326222970801	MID	Industrial	Sub10M
MID023.A0101	83	2.90417836765758	0.655449886444352	MID	Industrial	Sub10M
MID024.A0101	54	2.78200189549699	0.697421163640185	MID	Industrial	Sub10M
MID026.A0101	100	3.54488576959461	0.768102535276988	MID	Industrial	Sub10M
MID027.A0101	91	3.30771884673135	0.731506745697959	MID	Industrial	Sub10M
MID028.A0101	95	3.72316479439304	0.815705690760573	MID	Industrial	Sub10M
MID029.A0101	94	3.31814220736266	0.728641174618236	MID	Industrial	Sub10M
MID030.A0101	66	2.81875676573185	0.672789749822796	MID	Industrial	Sub10M
MID031.A0101	70	2.80682310166536	0.66066287985565	MID	Industrial	Sub10M
MID032.A0101	84	2.48228521684343	0.558739606944622	MID	Industrial	Sub10M
MID034.A0101	40	1.06706385882822	0.289265038909906	MID	Industrial	Sub10M
MID035.A0101	97	3.83589410432701	0.836624059422824	MID	Industrial	Sub10M
MID036.A0101	106	3.43093234605193	0.734230263421796	MID	Industrial	Sub10M
MID037.A0101	109	3.58142138326173	0.76192667654255	MID	Industrial	Sub10M
MID038.A0101	88	3.78169028924861	0.842503151903632	MID	Industrial	Sub10M
MID039.A0101	114	3.69195804445989	0.778084479310228	MID	Industrial	Sub10M
MID040.A0101	72	3.04680217990146	0.712424607185011	MID	Industrial	Sub10M
MID041.A0101	89	3.38064414156026	0.751286029684926	MID	Industrial	Sub10M
MID042.A0101	86	3.43547499923018	0.769266833968175	MID	Industrial	Sub10M
MID043.A0101	103	3.61447398418706	0.778244997606745	MID	Industrial	Sub10M
MID044.A0101	102	3.65814072672338	0.789289025531719	MID	Industrial	Sub10M
MID045.A0101	96	2.89172856427472	0.632111750417237	MID	Industrial	Sub10M
MID046.A0101	33	1.41929772415535	0.405918677195732	MID	Industrial	Sub10M
MID047.A0101	97	3.73370871772891	0.814337012224896	MID	Industrial	Sub10M
MID048.A0101	92	3.24349116717063	0.715591830266517	MID	Industrial	Sub10M
MID049.A0101	106	3.73245345369347	0.798756724442119	MID	Industrial	Sub10M
MID050.A0101	88	2.86612899005239	0.638530001979962	MID	Industrial	Sub10M
MID051.A0101	40	2.59780087123237	0.704224928883277	MID	Industrial	Sub10M
MID053.A0101	29	2.11231390517579	0.627302741376385	MID	Industrial	Sub10M
MID054.A0101	85	3.23620126394396	0.72652648047131	MID	Industrial	Sub10M
MID055.A0101	87	3.12039996736777	0.69871566643602	MID	Industrial	Sub10M
MID057.A0101	95	3.40971900738964	0.747033062412603	MID	Industrial	Sub10M
MID058.A0101	42	2.48118404458307	0.663831825168813	MID	Industrial	Sub10M
MID059.A0101	65	2.81260456875791	0.673776625623964	MID	Industrial	Sub10M
MID060.A0101	92	2.95726134650029	0.652442676871714	MID	Industrial	Sub10M
MID061.A0101	71	2.46572434524755	0.576552921511406	MID	Industrial	Sub10M
MID062.A0101	101	3.56278076369023	0.770335504125967	MID	Industrial	Sub10M
MID063.A0101	40	2.56809553057833	0.696172255700664	MID	Industrial	Sub10M
MID064.A0101	56	2.11443666282107	0.525279981793319	MID	Industrial	Sub10M
MID066.A0101	96	3.52565887786446	0.77068450759656	MID	Industrial	Sub10M
MID067.A0101	67	3.01227002011064	0.713891342446291	MID	Industrial	Sub10M
MID068.B0101	55	2.88199607565413	0.71596131147681	MID	Industrial	Sub10M
MID070.A0101	94	3.35884716935701	0.737579703911689	MID	Industrial	Sub10M
MID071.A0101	96	3.45777584123399	0.755845747956999	MID	Industrial	Sub10M
MID072.A0101	46	2.68625052369199	0.701619777228369	MID	Industrial	Sub10M
MID073.A0101	106	3.48933214824728	0.74672800392636	MID	Industrial	Sub10M
MID074.A0101	65	3.11581138501415	0.746411672794328	MID	Industrial	Sub10M
MID075.A0101	33	2.65513071180958	0.759366500753679	MID	Industrial	Sub10M
MID077.A0101	114	3.72434633437072	0.784910349319458	MID	Industrial	Sub10M
MID079.A0101	127	3.73925623282355	0.77065806052967	MID	Industrial	Sub10M
MID080.A0101	93	3.79131340768233	0.83448545370152	MID	Industrial	Sub10M
MID081.A0101	81	3.17913408715795	0.723443138209417	MID	Industrial	Sub10M
MID082.A0101	96	3.63069628006788	0.795446825650761	MID	Industrial	Sub10M
MID083.A0101	96	3.53877801374325	0.773552259448085	MID	Industrial	Sub10M
MID084.A0101	67	2.76660416066457	0.657980121520823	MID	Industrial	Sub10M
MID085.A0101	93	3.56913476509304	0.785582916393939	MID	Industrial	Sub10M
MID086.A0101	78	3.25295218205733	0.746653566134476	MID	Industrial	Sub10M
MID087.A0101	115	3.70475227379001	0.779358784592191	MID	Industrial	Sub10M
MID088.A0101	76	2.53955032697478	0.586401915664213	MID	Industrial	Sub10M
MID089.A0101	79	3.0159194918188	0.688247640476345	MID	Industrial	Sub10M
MID090.A0101	78	3.18753491586688	0.729505196879092	MID	Industrial	Sub10M
MID091.A0101	100	2.45248700612727	0.531402592235193	MID	Industrial	Sub10M
MID092.A0101	48	2.62360262656317	0.677723171483639	MID	Industrial	Sub10M
MID093.A0101	81	3.08617117929558	0.702288516870011	MID	Industrial	Sub10M
MID094.A0101	115	3.75249771718633	0.789402865271598	MID	Industrial	Sub10M
MID097.A0101	57	2.73381773397833	0.676176865657841	MID	Industrial	Sub10M
MID101.A0101	112	3.71377298208928	0.785586697031523	MID	Industrial	Sub10M
MID102.A0101	101	3.19871895047243	0.691618973690996	MID	Industrial	Sub10M
VLC001.A0101	117	3.65266298422466	0.765647547836757	VLC	Modern	Sub10M
VLC002.A0101	103	3.19902867824037	0.68879402007953	VLC	Modern	Sub10M
VLC003.A0101	78	2.93555895279946	0.671837507144528	VLC	Modern	Sub10M
VLC004.A0101	128	3.75372111996566	0.772400415414535	VLC	Modern	Sub10M
VLC005.A0101	105	3.54980326297719	0.761198589997472	VLC	Modern	Sub10M
VLC008.A0101	98	3.09861218192268	0.674326738579391	VLC	Modern	Sub10M
VLC009.A0101	112	3.26972589032997	0.691655945253204	VLC	Modern	Sub10M
VLC010.A0101	91	2.9461659983543	0.653127412657825	VLC	Modern	Sub10M
CMB001.A0101	30	2.63573554506358	0.774943424123038	CMB	Industrial	Sub75bp
CMB002.A0101	42	2.89848693393935	0.770628215671229	CMB	Industrial	Sub75bp
CMB003.A0101	28	2.34451044428167	0.703591402365157	CMB	Industrial	Sub75bp
CMB004.A0101	23	2.28050055335654	0.727317735676559	CMB	Industrial	Sub75bp
CMB005.A0101	45	2.86317031027364	0.752147141483614	CMB	Industrial	Sub75bp
CMB006.A0101	53	2.61446609655723	0.658507271879194	CMB	Industrial	Sub75bp
CMB007.A0101	26	2.11039968094211	0.647740070410459	CMB	Industrial	Sub75bp
CMB008.A0101	14	2.05624430050348	0.779158632678606	CMB	Industrial	Sub75bp
CS01	42	3.199324464917	0.855967699570616	RAD	Industrial	Sub75bp
CS02	27	1.85977953017034	0.564281427079558	RAD	Industrial	Sub75bp
CS03	15	1.04069188413965	0.384295639614094	RAD	Industrial	Sub75bp
CS04	36	2.77185739863055	0.773501534730203	RAD	Industrial	Sub75bp
CS07	44	3.30586331369728	0.868441403087655	RAD	Industrial	Sub75bp
CS08	49	3.41306505246417	0.872455261057606	RAD	Industrial	Sub75bp
CS09	39	2.78910759883602	0.761310404530127	RAD	Industrial	Sub75bp
CS10	71	3.53443011455328	0.826445183278993	RAD	Industrial	Sub75bp
CS11	36	2.82254744232841	0.787646860754266	RAD	Industrial	Sub75bp
CS12	29	1.96260414438997	0.582842804280091	RAD	Industrial	Sub75bp
CS13	68	3.61031483267458	0.852674543910176	RAD	Industrial	Sub75bp
CS14	11	1.75072575934945	0.730109350149531	RAD	Industrial	Sub75bp
CS15	62	2.90559427826368	0.704022211826266	RAD	Industrial	Sub75bp
CS16	54	2.93596611644886	0.73264836756481	RAD	Industrial	Sub75bp
CS17	37	2.65998202932726	0.73664981970731	RAD	Industrial	Sub75bp
CS18	17	2.19240041341259	0.758518487257982	RAD	Industrial	Sub75bp
CS19	54	3.38974914323932	0.845886525166156	RAD	Industrial	Sub75bp
CS20	25	1.42756989284839	0.443499522976113	RAD	Industrial	Sub75bp
CS21	35	2.38232035672734	0.670066703885339	RAD	Industrial	Sub75bp
CS22	66	3.02036930528168	0.720911266263626	RAD	Industrial	Sub75bp
CS23	58	3.36462307770643	0.825160559281972	RAD	Industrial	Sub75bp
CS24	27	2.66591452947695	0.808873326521448	RAD	Industrial	Sub75bp
CS26	23	2.65780106859699	0.847649807515079	RAD	Industrial	Sub75bp
CS27	5	1.45464190359445	0.903819831977528	RAD	Industrial	Sub75bp
CS28	19	2.10821264998367	0.715998078038111	RAD	Industrial	Sub75bp
CS29	40	2.81979030402656	0.759320205283924	RAD	Industrial	Sub75bp
CS30	33	2.76915481264939	0.791977355681156	RAD	Industrial	Sub75bp
CS31	58	2.51922273433468	0.617829454417372	RAD	Industrial	Sub75bp
CS32	38	2.77419176614753	0.762646338624788	RAD	Industrial	Sub75bp
CS33	43	2.96559130240738	0.788469427625901	RAD	Industrial	Sub75bp
CS34	53	3.18845358347904	0.799314699246609	RAD	Industrial	Sub75bp
CS35	30	2.52915817112105	0.743608173038479	RAD	Industrial	Sub75bp
CS36	25	2.59716447337474	0.806854509052423	RAD	Industrial	Sub75bp
CS37	25	1.81686718323213	0.564441526198522	RAD	Industrial	Sub75bp
CS38	30	2.6397454962649	0.776122406331756	RAD	Industrial	Sub75bp
CS39	28	1.75883825938661	0.527830225910754	RAD	Industrial	Sub75bp
CS40	22	2.22798171041393	0.720786512651518	RAD	Industrial	Sub75bp
CS42	29	2.23484986132983	0.65707737909573	RAD	Industrial	Sub75bp
CS43	23	1.21372020105356	0.387090556534129	RAD	Industrial	Sub75bp
CS44	42	2.90587170687779	0.777455474572521	RAD	Industrial	Sub75bp
CS45	32	2.88851426029197	0.826114118020236	RAD	Industrial	Sub75bp
CS46	32	2.91029863783744	0.839734682462795	RAD	Industrial	Sub75bp
CS47	80	3.23598937045012	0.738468667635322	RAD	Industrial	Sub75bp
CS48	7	1.64883110552153	0.847331571975196	RAD	Industrial	Sub75bp
ELR003.A0101	21	2.18975910577407	0.71924551405556	ELR	Medieval	Sub75bp
ELR004.A0101	35	2.77476446203799	0.780448050106121	ELR	Medieval	Sub75bp
ELR006.A0101	45	2.67961919068514	0.703928755934131	ELR	Medieval	Sub75bp
ELR008.A0101	47	2.83745149983767	0.736972135452002	ELR	Medieval	Sub75bp
ELR010.A0101	1	0		ELR	Medieval	Sub75bp
IVE002.B0101	62	3.25483491871776	0.785597170660333	IVE	Medieval	Sub75bp
IVE003.A0101	33	2.94994345885096	0.843682848383064	IVE	Medieval	Sub75bp
IVE005.A0101	34	2.83210421081639	0.803123841435544	IVE	Medieval	Sub75bp
IVE005.B0101	51	3.02079002423713	0.764516248398276	IVE	Medieval	Sub75bp
IVE007.B0101	47	2.75805933077227	0.716351583390534	IVE	Medieval	Sub75bp
JAE006.A0101	55	2.67498368572629	0.664534155334328	JAE	Modern	Sub75bp
JAE007.A0101	55	2.72305608916114	0.676476566116843	JAE	Modern	Sub75bp
JAE008.A0101	111	3.48899636039573	0.739429309101031	JAE	Modern	Sub75bp
JAE009.A0101	124	3.45556810966345	0.715688395094673	JAE	Modern	Sub75bp
JAE010.A0101	101	3.36333622437431	0.727212107001759	JAE	Modern	Sub75bp
JAE012.A0101	102	3.01730219380074	0.651020200202316	JAE	Modern	Sub75bp
JAE013.A0101	91	3.04322913118149	0.673014467467102	JAE	Modern	Sub75bp
JAE014.A0101	122	3.67768413767661	0.764244232158474	JAE	Modern	Sub75bp
JAE015.A0101	84	3.11300321758594	0.700708436890723	JAE	Modern	Sub75bp
JAE016.A0101	110	3.07990440764335	0.655231841846899	JAE	Modern	Sub75bp
KT01calc	91	3.81589520382928	0.843890672641658	KIL	Medieval	Sub75bp
KT02calc	23	2.34346000282705	0.74739732923813	KIL	Medieval	Sub75bp
KT03calc	37	2.86700226339408	0.793981567222782	KIL	Medieval	Sub75bp
KT04calc	42	3.0021945245615	0.798201220944048	KIL	Medieval	Sub75bp
KT05calc	26	2.41291720260244	0.740591070413068	KIL	Medieval	Sub75bp
KT06calc	29	2.45433713570526	0.728874818140085	KIL	Medieval	Sub75bp
KT07calc	46	2.97409124762879	0.776800681922329	KIL	Medieval	Sub75bp
KT08calc	57	3.20222591101166	0.788639540733446	KIL	Medieval	Sub75bp
KT09calc	16	2.09357519531421	0.75509763800199	KIL	Medieval	Sub75bp
KT10calc	23	2.41339991853343	0.769703195838381	KIL	Medieval	Sub75bp
KT11calc	32	2.69195316866685	0.7767334973482	KIL	Medieval	Sub75bp
KT12calc	26	2.5451834956579	0.781187256410608	KIL	Medieval	Sub75bp
KT13calc	22	2.37210684025425	0.767413219341918	KIL	Medieval	Sub75bp
KT14calc	36	2.54405870188423	0.70993309804588	KIL	Medieval	Sub75bp
KT15calc	29	2.66816321610629	0.792375648241458	KIL	Medieval	Sub75bp
KT16calc	31	2.9051360115307	0.845995001884774	KIL	Medieval	Sub75bp
KT17calc	22	2.33658034514864	0.755919849179045	KIL	Medieval	Sub75bp
KT18calc	34	2.59080714141103	0.734697182357166	KIL	Medieval	Sub75bp
KT19calc	81	3.43595970827921	0.779709238434532	KIL	Medieval	Sub75bp
KT20calc	37	2.78571423518826	0.771469831932103	KIL	Medieval	Sub75bp
KT21calc	28	2.61440676268499	0.784587727044257	KIL	Medieval	Sub75bp
KT22calc	54	3.48375679193652	0.869345430216436	KIL	Medieval	Sub75bp
KT23calc	47	2.96591129885848	0.766147583269746	KIL	Medieval	Sub75bp
KT24calc	43	2.69429994869541	0.716340493943269	KIL	Medieval	Sub75bp
KT25calc	41	2.86956774067909	0.772724398270734	KIL	Medieval	Sub75bp
KT26calc	53	3.31708730078643	0.835476930415103	KIL	Medieval	Sub75bp
KT27calc	31	2.70461790338679	0.78760279009027	KIL	Medieval	Sub75bp
KT28calc	21	2.42834777974692	0.797612048989445	KIL	Medieval	Sub75bp
KT29calc	65	3.24248673198816	0.776757526876328	KIL	Medieval	Sub75bp
KT30calc	29	2.52087736682583	0.748635550335936	KIL	Medieval	Sub75bp
KT31calc	85	3.73445163289388	0.838383580021899	KIL	Medieval	Sub75bp
KT32calc	61	3.49449601005297	0.84671243628884	KIL	Medieval	Sub75bp
KT33calc	53	2.96047001035626	0.745655502118383	KIL	Medieval	Sub75bp
KT34calc	32	2.70728544256212	0.781157456451051	KIL	Medieval	Sub75bp
KT35calc	31	2.71365679107501	0.790234974530682	KIL	Medieval	Sub75bp
KT36calc	31	2.59804510460743	0.756568079582276	KIL	Medieval	Sub75bp
MID022.A0101	44	2.71911850991347	0.718547105975239	MID	Industrial	Sub75bp
MID023.A0101	47	2.73769820192805	0.707196085714494	MID	Industrial	Sub75bp
MID024.A0101	30	2.58743090345046	0.760741178210007	MID	Industrial	Sub75bp
MID026.A0101	63	3.32612550457336	0.802804090194347	MID	Industrial	Sub75bp
MID027.A0101	54	3.11615692076508	0.777613633986939	MID	Industrial	Sub75bp
MID028.A0101	60	3.45818235321578	0.841228037511487	MID	Industrial	Sub75bp
MID029.A0101	60	3.04876363351652	0.741633952840734	MID	Industrial	Sub75bp
MID030.A0101	32	2.65155293139177	0.7650764529547	MID	Industrial	Sub75bp
MID031.A0101	37	2.52318517171907	0.698765586136344	MID	Industrial	Sub75bp
MID032.A0101	47	2.20535614646933	0.569682674770774	MID	Industrial	Sub75bp
MID034.A0101	25	0.974302207474733	0.302683999161299	MID	Industrial	Sub75bp
MID035.A0101	61	3.49036003656545	0.849055493281926	MID	Industrial	Sub75bp
MID036.A0101	67	3.2905722863085	0.779847441034868	MID	Industrial	Sub75bp
MID037.A0101	76	3.38081133787335	0.778306348821356	MID	Industrial	Sub75bp
MID038.A0101	62	3.58704812139788	0.865781191846981	MID	Industrial	Sub75bp
MID039.A0101	61	3.37942554917888	0.818830993588292	MID	Industrial	Sub75bp
MID040.A0101	41	2.85426702587376	0.768604183412777	MID	Industrial	Sub75bp
MID041.A0101	59	3.11578614201058	0.764134280769739	MID	Industrial	Sub75bp
MID042.A0101	61	3.26096176141797	0.790127351615749	MID	Industrial	Sub75bp
MID043.A0101	62	3.31705453346994	0.800614692141314	MID	Industrial	Sub75bp
MID044.A0101	59	3.36072705245994	0.824205074433559	MID	Industrial	Sub75bp
MID045.A0101	52	2.61629189136927	0.662143891318495	MID	Industrial	Sub75bp
MID046.A0101	23	1.3349135436234	0.425742626741801	MID	Industrial	Sub75bp
MID047.A0101	60	3.41932665266321	0.831776105431742	MID	Industrial	Sub75bp
MID048.A0101	53	2.94602415401715	0.738539968981467	MID	Industrial	Sub75bp
MID049.A0101	75	3.58110193945795	0.826904281116781	MID	Industrial	Sub75bp
MID050.A0101	62	2.70004453617418	0.65421774148134	MID	Industrial	Sub75bp
MID051.A0101	30	2.5084475489412	0.737518958019228	MID	Industrial	Sub75bp
MID053.A0101	24	2.06775050384801	0.650634197603138	MID	Industrial	Sub75bp
MID054.A0101	59	3.0496612241728	0.747917405082525	MID	Industrial	Sub75bp
MID055.A0101	55	2.86094652944225	0.713927791176736	MID	Industrial	Sub75bp
MID057.A0101	62	3.23835680068461	0.781619960378422	MID	Industrial	Sub75bp
MID058.A0101	30	2.38247405703125	0.70048097469337	MID	Industrial	Sub75bp
MID059.A0101	40	2.67630633973682	0.725506586221496	MID	Industrial	Sub75bp
MID060.A0101	47	2.6823465511478	0.69289777089584	MID	Industrial	Sub75bp
MID061.A0101	44	2.36683760485058	0.621761874400739	MID	Industrial	Sub75bp
MID062.A0101	58	3.25852913525617	0.802505816925052	MID	Industrial	Sub75bp
MID063.A0101	27	2.42850326604361	0.73683964491476	MID	Industrial	Sub75bp
MID064.A0101	35	2.02543075329019	0.569685644910302	MID	Industrial	Sub75bp
MID066.A0101	58	3.20337926081349	0.788923586045457	MID	Industrial	Sub75bp
MID067.A0101	32	2.7645075627268	0.797668270249199	MID	Industrial	Sub75bp
MID068.B0101	31	2.53707210818012	0.738812335953505	MID	Industrial	Sub75bp
MID070.A0101	56	3.0941406137702	0.768663424090808	MID	Industrial	Sub75bp
MID071.A0101	56	3.20941675217459	0.793810550389966	MID	Industrial	Sub75bp
MID072.A0101	32	2.59297633907222	0.748174821104383	MID	Industrial	Sub75bp
MID073.A0101	63	3.30349860316672	0.794323508728708	MID	Industrial	Sub75bp
MID074.A0101	30	2.7069161451872	0.795871524475987	MID	Industrial	Sub75bp
MID075.A0101	22	2.50050909065493	0.808953331565605	MID	Industrial	Sub75bp
MID077.A0101	79	3.55477535919258	0.811217195957809	MID	Industrial	Sub75bp
MID079.A0101	80	3.53543893450886	0.804523800383439	MID	Industrial	Sub75bp
MID080.A0101	57	3.48785563902701	0.858984014790456	MID	Industrial	Sub75bp
MID081.A0101	47	2.9285225394192	0.760626044081656	MID	Industrial	Sub75bp
MID082.A0101	60	3.34365771185202	0.816652741614236	MID	Industrial	Sub75bp
MID083.A0101	58	3.30196370482358	0.809793594846981	MID	Industrial	Sub75bp
MID084.A0101	40	2.65653850386583	0.720147821827896	MID	Industrial	Sub75bp
MID085.A0101	73	3.41795162811332	0.794121732385051	MID	Industrial	Sub75bp
MID086.A0101	32	2.82620122968897	0.815469299725313	MID	Industrial	Sub75bp
MID087.A0101	75	3.53046098845148	0.815210891792764	MID	Industrial	Sub75bp
MID088.A0101	47	2.36167318383512	0.613398089669647	MID	Industrial	Sub75bp
MID089.A0101	49	2.76024219394576	0.709241944003885	MID	Industrial	Sub75bp
MID090.A0101	44	2.9402676338056	0.772400401061824	MID	Industrial	Sub75bp
MID091.A0101	62	2.07080721571191	0.501754249441355	MID	Industrial	Sub75bp
MID092.A0101	29	2.49858047077113	0.742013947370098	MID	Industrial	Sub75bp
MID093.A0101	53	2.95504376119212	0.744288789221122	MID	Industrial	Sub75bp
MID094.A0101	84	3.5819064676256	0.806254252433782	MID	Industrial	Sub75bp
MID097.A0101	31	2.55546849971571	0.744169487987027	MID	Industrial	Sub75bp
MID101.A0101	74	3.46799963956496	0.803244745177639	MID	Industrial	Sub75bp
MID102.A0101	62	2.98196398871141	0.722526506410048	MID	Industrial	Sub75bp
VLC001.A0101	96	3.56298959936676	0.778844743659062	VLC	Modern	Sub75bp
VLC002.A0101	59	2.98175538776348	0.728261958037358	VLC	Modern	Sub75bp
VLC003.A0101	53	2.90229783263704	0.727578200052417	VLC	Modern	Sub75bp
VLC004.A0101	99	3.59528787026176	0.780706841454188	VLC	Modern	Sub75bp
VLC005.A0101	84	3.49005110706383	0.785578454299147	VLC	Modern	Sub75bp
VLC008.A0101	64	3.0523398932784	0.731206688773443	VLC	Modern	Sub75bp
VLC009.A0101	69	3.16556581844563	0.747634905973329	VLC	Modern	Sub75bp
VLC010.A0101	50	2.73323470596688	0.698675519590341	VLC	Modern	Sub75bp
